Encounter.mediaAsset0,Encounter.mediaAsset1,Encounter.mediaAsset2,Encounter.mediaAsset3,Encounter.mediaAsset4,Encounter.mediaAsset5,Encounter.mediaAsset6,Encounter.mediaAsset7,Encounter.mediaAsset8,Encounter.mediaAsset9,Encounter.locationID,Encounter.verbatimLocality,Encounter.decimalLatitude,Encounter.decimalLongitude,Encounter.year,Encounter.month,Encounter.day,Encounter.hour,Encounter.minutes,Encounter.occurrenceRemarks,Encounter.photographer0.fullName,Encounter.photographer0.affiliation,Encounter.photographer0.emailAddress,Encounter.genus,Encounter.specificEpithet,Encounter.submitterID,Encounter.submitterX.affiliation,Encounter.submitterX.emailAddress,Encounter.state,Encounter.mediaAsset0.keywords,Encounter.Keywords0,Encounter.Keywords1,Encounter.mediaAsset1.keywords,Encounter.mediaAsset2.keywords,Encounter.mediaAsset3.keywords,Encounter.mediaAsset4.keywords,Encounter.mediaAsset5.keywords,Encounter.mediaAsset6.keywords,Encounter.mediaAsset7.keywords,Encounter.mediaAsset8.keywords,Encounter.mediaAsset9.keywords,Encounter.measurement0,Encounter.measurement1,Encounter.measurement2,Encounter.measurement3,Encounter.distinguishingScar,Encounter.livingStatus,Encounter.lifeStage,Encounter.depth,Encounter.behavior,Encounter.sex,Encounter.individualID,Encounter.identificationRemarks,Encounter.informOtherX.affiliation,Encounter.informOtherX.emailAddress,Encounter.informOtherX.fullName,Encounter.submitterOrganization,TissueSample.sampleID,Encounter.researcherComments
LC laser 020113 AM clip 2_-_00_00_59_750_-_239_ID34_box291.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_07_500_-_270_ID48_box328.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_22_00_-_328_ID54_box393.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_43_750_-_415_ID78_box536.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_41_250_-_405_ID72_box512.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_44_250_-_417_ID81_box540.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_45_750_-_423_ID85_box546.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_52_00_-_448_ID94_box579.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_49_750_-_439_ID92_box568.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_54_750_-_459_ID99_box595.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_01_57_500_-_470_ID101_box608.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_02_500_-_490_ID104_box642.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_09_00_-_516_ID114_box681.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_05_250_-_501_ID109_box655.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_16_500_-_546_ID131_box748.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_19_500_-_558_ID140_box767.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_22_250_-_569_ID148_box793.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_22_750_-_571_ID149_box799.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_22_750_-_571_ID146_box797.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_24_250_-_577_ID151_box810.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_28_00_-_592_ID159_box835.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_35_00_-_620_ID176_box882.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_37_250_-_629_ID184_box922.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_40_750_-_643_ID188_box952.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_53_750_-_695_ID212_box1062.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_57_00_-_708_ID218_box1081.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_02_58_750_-_715_ID222_box1091.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_02_750_-_731_ID232_box1115.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_05_00_-_740_ID232_box1139.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_06_750_-_747_ID239_box1163.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_10_500_-_762_ID248_box1220.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_11_750_-_767_ID257_box1236.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_11_750_-_767_ID260_box1234.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_15_00_-_780_ID268_box1294.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_26_500_-_826_ID280_box1389.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_33_500_-_854_ID289_box1424.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_35_00_-_860_ID295_box1432.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_35_250_-_861_ID294_box1434.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_36_750_-_867_ID296_box1451.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_38_250_-_873_ID301_box1463.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_39_00_-_876_ID300_box1467.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_39_250_-_877_ID306_box1472.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_40_750_-_883_ID307_box1487.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_54_00_-_936_ID330_box1573.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_56_250_-_945_ID338_box1585.jpg,LC laser 020113 AM clip 2_-_00_03_56_00_-_944_ID338_box1583.jpg,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_59_250_-_957_ID341_box1617.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_03_57_250_-_949_ID340_box1596.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_00_500_-_962_ID345_box1630.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_02_00_-_968_ID344_box1647.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_07_00_-_988_ID349_box1676.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_08_250_-_993_ID356_box1693.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_08_250_-_993_ID351_box1694.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_16_500_-_1026_ID373_box1801.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_16_500_-_1026_ID374_box1802.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_17_250_-_1029_ID373_box1807.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_18_500_-_1034_ID367_box1820.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_20_750_-_1043_ID384_box1835.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_25_00_-_1060_ID385_box1872.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_28_250_-_1073_ID398_box1896.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_33_750_-_1095_ID412_box1957.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_36_00_-_1104_ID421_box1977.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_38_250_-_1113_ID425_box1989.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_41_250_-_1125_ID427_box2003.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_44_250_-_1137_ID429_box2027.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_47_750_-_1151_ID441_box2066.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_52_00_-_1168_ID452_box2124.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_55_500_-_1182_ID459_box2152.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_57_750_-_1191_ID460_box2165.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_04_59_00_-_1196_ID460_box2172.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_01_500_-_1206_ID468_box2188.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_06_750_-_1227_ID473_box2238.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_09_750_-_1239_ID479_box2263.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_10_750_-_1243_ID480_box2271.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_14_00_-_1256_ID485_box2295.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_27_500_-_1310_ID493_box2368.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_26_00_-_1304_ID496_box2353.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 2_-_00_05_56_500_-_1426_ID511_box2499.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 3_-_00_00_02_500_-_10_ID0_box9.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 3_-_00_00_27_00_-_108_ID4_box109.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
LC laser 020113 AM clip 3_-_00_00_36_750_-_147_ID11_box152.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2013,2,1,,,for_lasers; has laser,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
