Encounter.mediaAsset0,Encounter.mediaAsset1,Encounter.mediaAsset2,Encounter.mediaAsset3,Encounter.mediaAsset4,Encounter.mediaAsset5,Encounter.mediaAsset6,Encounter.mediaAsset7,Encounter.mediaAsset8,Encounter.mediaAsset9,Encounter.locationID,Encounter.verbatimLocality,Encounter.decimalLatitude,Encounter.decimalLongitude,Encounter.year,Encounter.month,Encounter.day,Encounter.hour,Encounter.minutes,Encounter.occurrenceRemarks,Encounter.photographer0.fullName,Encounter.photographer0.affiliation,Encounter.photographer0.emailAddress,Encounter.genus,Encounter.specificEpithet,Encounter.submitterID,Encounter.submitterX.affiliation,Encounter.submitterX.emailAddress,Encounter.state,Encounter.mediaAsset0.keywords,Encounter.Keywords0,Encounter.Keywords1,Encounter.mediaAsset1.keywords,Encounter.mediaAsset2.keywords,Encounter.mediaAsset3.keywords,Encounter.mediaAsset4.keywords,Encounter.mediaAsset5.keywords,Encounter.mediaAsset6.keywords,Encounter.mediaAsset7.keywords,Encounter.mediaAsset8.keywords,Encounter.mediaAsset9.keywords,Encounter.measurement0,Encounter.measurement1,Encounter.measurement2,Encounter.measurement3,Encounter.distinguishingScar,Encounter.livingStatus,Encounter.lifeStage,Encounter.depth,Encounter.behavior,Encounter.sex,Encounter.individualID,Encounter.identificationRemarks,Encounter.informOtherX.affiliation,Encounter.informOtherX.emailAddress,Encounter.informOtherX.fullName,Encounter.submitterOrganization,TissueSample.sampleID,Encounter.researcherComments
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_07_45_500_-_1862_ID149_box2067.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_07_54_250_-_1897_ID151_box2102.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_08_20_250_-_2001_ID157_box2217.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_08_26_250_-_2025_ID160_box2243.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_09_06_00_-_2184_ID165_box2402.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_09_19_500_-_2238_ID167_box2456.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_10_09_750_-_2439_ID176_box2659.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_11_32_500_-_2770_ID192_box2995.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_12_15_500_-_2942_ID195_box3167.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_12_22_250_-_2969_ID198_box3195.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_12_30_750_-_3003_ID198_box3230.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_12_35_500_-_3022_ID200_box3259.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_12_42_750_-_3051_ID201_box3292.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_12_49_00_-_3076_ID202_box3317.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_10_00_-_3160_ID216_box3437.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_16_750_-_3187_ID221_box3473.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_16_750_-_3187_ID223_box3475.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_18_00_-_3192_ID222_box3484.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_25_750_-_3223_ID230_box3521.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_30_250_-_3241_ID230_box3540.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_46_750_-_3307_ID230_box3613.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_13_57_750_-_3351_ID239_box3682.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_03_500_-_3374_ID244_box3726.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_09_250_-_3397_ID249_box3762.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_21_250_-_3445_ID254_box3818.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_28_00_-_3472_ID258_box3845.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_31_00_-_3484_ID259_box3863.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_34_500_-_3498_ID262_box3885.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_56_500_-_3586_ID272_box3989.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_14_59_250_-_3597_ID274_box4003.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_02_500_-_3610_ID274_box4017.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_11_500_-_3646_ID274_box4053.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_12_500_-_3650_ID274_box4057.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_34_250_-_3737_ID277_box4152.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_46_750_-_3787_ID286_box4212.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_50_00_-_3800_ID291_box4226.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_56_250_-_3825_ID292_box4253.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_15_59_750_-_3839_ID292_box4268.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_09_500_-_3878_ID300_box4329.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_16_750_-_3907_ID301_box4367.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_28_00_-_3952_ID304_box4412.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_31_750_-_3967_ID305_box4427.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_36_250_-_3985_ID306_box4445.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_43_250_-_4013_ID307_box4473.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_16_45_500_-_4022_ID307_box4482.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_17_03_500_-_4094_ID316_box4570.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_17_13_750_-_4135_ID319_box4626.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_17_23_750_-_4175_ID332_box4682.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_17_29_00_-_4196_ID336_box4710.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 1 Jan (15,17,18,19) 2006 40.12-END_-_00_17_39_250_-_4237_ID339_box4756.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_00_10_00_-_40_ID2_box51.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_00_39_750_-_159_ID15_box208.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_01_08_00_-_272_ID27_box370.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_01_15_750_-_303_ID30_box411.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_04_09_250_-_997_ID80_box1139.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_04_49_750_-_1159_ID86_box1319.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_05_44_500_-_1378_ID98_box1542.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_05_55_00_-_1420_ID103_box1599.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_05_55_250_-_1421_ID108_box1602.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_06_06_500_-_1466_ID114_box1686.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_08_12_00_-_1968_ID146_box2276.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_08_16_250_-_1985_ID150_box2295.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_10_52_750_-_2611_ID176_box2938.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_12_05_00_-_2900_ID200_box3260.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_12_15_500_-_2942_ID211_box3316.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_12_24_750_-_2979_ID215_box3373.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_12_27_500_-_2990_ID215_box3384.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_12_42_00_-_3048_ID220_box3453.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_13_02_500_-_3130_ID224_box3542.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_15_36_250_-_3745_ID251_box4188.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_16_41_750_-_4007_ID259_box4452.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
"Cayman Laser Tape 2 Jan (20,21,22,23) Feb (16) 2006 0.00-END_-_00_16_46_500_-_4026_ID261_box4480.jpg",,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2006,,,,,,,Grouper Moon,,Epinephelus,striatus,Bryant.Tran,,,unapproved,,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,,
